[00:44:58],[00:45:12],16384,221119,221119,3943588,0.000831,206960.110168,CO.mtx,7666057,
[00:46:42],[00:46:56],2048,217918,217918,5926171,0.006929,2098529.656738,pwtk.mtx,11634424,
[00:48:51],[00:49:09],65536,83334,83334,3046907,0.000285,374.725235,consph.mtx,6010480,
[00:51:11],[00:51:25],131072,180895,180895,539396,0.000107,391.112556,cont-300.mtx,988195,
[00:53:15],[00:53:28],131072,66127,66127,863353,0.000101,386.954140,qa8fk.mtx,1660579,
[00:55:08],[00:55:20],32768,121192,121192,1362087,0.000363,207.089844,cop20k_A.mtx,2624331,
[00:56:57],[00:57:08],512,434102,434102,16036720,0.020953,6000910.736328,coPapersCiteseer.mtx,31765148,
[00:58:58],[00:59:12],131072,66127,66127,863353,0.000101,442.937828,qa8fm.mtx,1660579,
[01:00:36],[01:00:47],512,540486,540486,15245729,0.019753,5812587.404297,coPapersDBLP.mtx,30128561,
[01:02:35],[01:02:45],131072,21200,21200,1488768,0.000079,404.751923,raefsky3.mtx,1488768,
[01:04:32],[01:04:42],131072,55476,55476,407714,0.000079,357.580185,copter2.mtx,759952,
[01:06:44],[01:07:04],262144,19779,19779,674195,0.000076,395.278336,raefsky4.mtx,1328611,
[01:08:57],[01:09:12],1024,416800,416800,22322336,0.014325,4390506.986328,CoupCons3D.mtx,22322336,
[01:10:47],[01:10:57],2048,52804,52804,5333507,0.005010,1541580.901367,crankseg_1.mtx,10614210,
[01:12:43],[01:13:00],2048,63838,63838,7106348,0.008435,2543396.428711,crankseg_2.mtx,14148858,
[01:15:00],[01:15:18],262144,79841,79841,317377,0.000071,349.260078,rail_79841_E.mtx,554913,
[01:17:14],[01:17:31],131072,160000,160000,1750416,0.000131,414.464394,crashbasis.mtx,1750416,
[01:19:31],[01:19:49],262144,79841,79841,316881,0.000070,296.887402,rail_79841.mtx,553921,
[01:21:46],[01:22:02],262144,18010,18010,489478,0.000061,373.720448,crplat2.mtx,943184,
[01:23:48],[01:24:00],65536,263743,263743,1302464,0.000193,319.450836,Raj1.mtx,1302464,
[01:25:56],[01:26:11],262144,13965,13965,491274,0.000056,400.796021,crystk02.mtx,968583,
[01:28:03],[01:28:19],131072,86916,86916,605045,0.000117,348.432419,rajat20.mtx,605045,
[01:30:08],[01:30:20],131072,24696,24696,887937,0.000092,355.978615,crystk03.mtx,1751178,
[01:32:02],[01:32:16],32768,411676,411676,1893370,0.000408,371.281464,rajat21.mtx,1893370,
[01:34:08],[01:34:19],262144,24696,24696,304233,0.000043,417.747536,crystm03.mtx,583770,
[01:36:07],[01:36:17],131072,110355,110355,556938,0.000082,400.846420,rajat23.mtx,556938,
[01:38:01],[01:38:12],65536,52329,52329,1375396,0.000165,334.685135,ct20stif.mtx,2698463,
[01:39:54],[01:40:08],32768,358172,358172,1948235,0.000421,347.073090,rajat24.mtx,1948235,
[01:43:19],[01:43:35],256,2164760,2164760,64685452,0.060238,25166219.160156,Cube_Coup_dt0.mtx,127206144,
[01:45:26],[01:45:41],131072,87190,87190,607235,0.000114,362.687813,rajat25.mtx,607235,
